Price,Close,High,Low,Open,Volume,returns,SMA_5,SMA_10,SMA_20,SMA_50,RSI_14,golden_cross,death_cross,MACD,MACD_signal,MACD_hist,bollinger_mid,bollinger_upper,bollinger_lower,bollinger_bandwidth
2025-07-23 14:19:00+00:00,228.1300048828125,228.1499938964844,228.0,228.0850067138672,25026.0,0.00017540683749484032,228.23599853515626,228.19983978271483,228.23467025756835,228.290009765625,48.6344566999152,0,0,-0.03322633130690633,-0.027039945944585506,-0.006186385362320825,228.23467025756835,228.43930671147407,228.03003380366263,0.40927290781144166
2025-07-23 14:20:00+00:00,227.97999572753903,228.1499938964844,227.8999938964844,228.1100006103516,63411.0,-0.0006575599529334841,228.1739990234375,228.1669189453125,228.21967010498048,228.2834097290039,39.13422277703849,0,0,-0.04893436039799326,-0.03141882883526706,-0.0175155315627262,228.21967010498048,228.45237308783024,227.98696712213072,0.4654059656995173
2025-07-23 14:21:00+00:00,228.0785980224609,228.1000061035156,227.9499969482422,228.0,33734.0,0.0004325041528632223,228.1157196044922,228.14840850830078,228.20260009765624,228.27598175048828,43.6304735295512,0,0,-0.052817854132030106,-0.03569863389461967,-0.017119220237410436,228.20260009765624,228.42320119887626,227.98199899643623,0.4412022024400244
2025-07-23 14:22:00+00:00,227.9750061035156,228.1300048828125,227.9600067138672,228.1000061035156,35350.0,-0.00045419394824197656,228.05072021484375,228.13385925292968,228.18585052490235,228.26220581054687,40.930248322298056,0,0,-0.0635223073821578,-0.0412633685921273,-0.022258938790030505,228.18585052490235,228.4224100158674,227.9492910339373,0.4731189819300994
2025-07-23 14:23:00+00:00,228.05499267578125,228.08999633789065,227.97999572753903,227.9850006103516,38535.0,0.0003508567611545388,228.04371948242186,228.13135833740233,228.1710998535156,228.25310577392577,42.62906676907766,0,0,-0.06480439111666669,-0.04597157309703518,-0.018832818019631513,228.1710998535156,228.40126544250998,227.94093426452125,0.4603311779887349
2025-07-23 14:24:00+00:00,228.07000732421875,228.1499938964844,228.0399932861328,228.0399932861328,37087.0,6.583784139668758e-05,228.03171997070314,228.13385925292968,228.1636001586914,228.24520599365235,41.18275699147299,0,0,-0.06387261136251254,-0.049551780750130656,-0.014320830612381888,228.1636001586914,228.39681133000187,227.93038898738092,0.4664223426209446
2025-07-23 14:25:00+00:00,228.0200042724609,228.19000244140625,228.0200042724609,228.07000732421875,31335.0,-0.00021924431162378966,228.0397216796875,228.1068603515625,228.15660018920897,228.23516418457032,41.04654161387701,0,0,-0.06640353891623363,-0.05292213238335126,-0.013481406532882372,228.15660018920897,228.39850806284926,227.9146923155687,0.4838157472805733
2025-07-23 14:26:00+00:00,227.9886016845703,228.0500030517578,227.8650054931641,228.0399932861328,42210.0,-0.00013771856548638883,228.02172241210937,228.06872100830077,228.14428024291993,228.2267221069336,44.720383083726276,0,0,-0.07013477362434628,-0.05636466063155027,-0.013770112992796013,228.14428024291993,228.39433644367978,227.8942240421601,0.5001124015196865
2025-07-23 14:27:00+00:00,228.0249938964844,228.05999755859372,227.9499969482422,228.00100708007807,35759.0,0.0001596229445033348,228.03171997070314,228.04122009277344,228.13352966308594,228.2178219604492,47.79086441238952,0,0,-0.069355766549279,-0.05896288181509601,-0.010392884734182983,228.13352966308594,228.38474267874938,227.8823166474225,0.5024260313268769
2025-07-23 14:28:00+00:00,227.96499633789065,227.97000122070312,227.9199981689453,227.92999267578125,27905.0,-0.0002631183431628381,228.013720703125,228.02872009277343,228.12077941894532,228.2044219970703,46.850332207952555,0,0,-0.07274118429509713,-0.06171854231109624,-0.011022641984000887,228.12077941894532,228.37929244551137,227.86226639237927,0.5170260531320992
2025-07-23 14:29:00+00:00,227.96499633789065,227.97000122070312,227.8600006103516,227.9501037597656,38926.0,0.0,227.9927185058594,228.01221923828126,228.10602951049805,228.19372192382812,34.14663193152397,0,0,-0.07456461775069556,-0.06428775739901611,-0.010276860351679448,228.10602951049805,228.364760832207,227.8472981887891,0.5174626434179004
2025-07-23 14:30:00+00:00,228.0,228.0399932861328,227.9503936767578,227.9600067138672,50281.0,0.00015354840730674724,227.98871765136718,228.01421966552735,228.09056930541993,228.18592193603516,31.12290972503348,0,0,-0.07235117954618886,-0.06590044182845067,-0.006450737717738186,228.09056930541993,228.3347245596415,227.84641405119837,0.48831050844313495
2025-07-23 14:31:00+00:00,227.8199005126953,228.0449981689453,227.75,227.9900054931641,68685.0,-0.0007899100320380992,227.9549774169922,227.98834991455078,228.0683792114258,228.18141998291014,27.979339884101776,0,0,-0.08415940011630596,-0.06955223348602174,-0.014607166630284218,228.0683792114258,228.32654868568463,227.81020973716696,0.5163389485176708
2025-07-23 14:32:00+00:00,227.88999938964844,227.9149932861328,227.77999877929688,227.8000030517578,41445.0,0.0003076942654938186,227.927978515625,227.97984924316407,228.05685424804688,228.17993194580077,39.47617747659381,0,0,-0.08685984029187921,-0.07301375484719325,-0.013846085444685963,228.05685424804688,228.32559045069084,227.7881180454029,0.5374724052879287
2025-07-23 14:33:00+00:00,227.94000244140625,228.0,227.8999938964844,227.91000366210935,61103.0,0.00021941749041975989,227.92297973632813,227.96835021972657,228.04985427856445,228.18053192138672,40.106153063819555,0,0,-0.08399686661067562,-0.07521037719988972,-0.0087864894107859,228.04985427856445,228.323303778979,227.7764047781499,0.5468990008291144
2025-07-23 14:34:00+00:00,227.7400054931641,227.9600067138672,227.72999572753903,227.92999267578125,56786.0,-0.0008774104856542619,227.87798156738282,227.9353500366211,228.03460464477538,228.17503204345704,38.121563651745916,0,0,-0.09675073932297096,-0.07951844962450597,-0.017232289698464992,228.03460464477538,228.34120266738205,227.72800662216872,0.6131960452133285
2025-07-23 14:35:00+00:00,227.9156036376953,227.9199981689453,227.72999572753903,227.7350006103516,23868.0,0.0007710465456034488,227.86110229492186,227.92490997314454,228.01588516235353,228.17634399414064,42.503859649123925,0,0,-0.09163268801731306,-0.08194129730306739,-0.00969139071424567,228.01588516235353,228.30185190741085,227.7299184172962,0.5719334901146453
2025-07-23 14:36:00+00:00,227.92999267578125,228.0,227.8600006103516,227.9199981689453,82347.0,6.313318551365299e-05,227.88312072753905,227.91904907226564,227.9938850402832,228.1821438598633,47.74478625160677,0,0,-0.08543072810977037,-0.08263918346440799,-0.0027915446453623816,227.9938850402832,228.2281786946612,227.7595913859052,0.46858730875601395
2025-07-23 14:37:00+00:00,227.9199981689453,227.9600067138672,227.8800048828125,227.9499969482422,175984.0,-4.384902012499747e-05,227.88912048339844,227.9085494995117,227.9748847961426,228.18134368896483,42.726540276566965,0,0,-0.08039535575764489,-0.08219041792305538,0.001795062165410491,227.9748847961426,228.16141829845157,227.7883512938336,0.37306700461795117
2025-07-23 14:38:00+00:00,227.93679809570312,228.0,227.9149932861328,227.9149932861328,31963.0,7.370975295173388e-05,227.88847961425782,227.90572967529297,227.96722488403321,228.17187957763673,42.83651163553965,0,0,-0.07419391197109348,-0.080591116732663,0.006397204761569519,227.96722488403321,228.1462876458522,227.78816212221423,0.3581255236379661
2025-07-23 14:39:00+00:00,227.8999938964844,227.9698028564453,227.875,227.92999267578125,75723.0,-0.00016146668517857954,227.92047729492188,227.89922943115235,227.9557243347168,228.16267150878906,43.45336196707349,0,0,-0.07142566379141613,-0.07875802614441363,0.007332362352997501,227.9557243347168,228.11967485368112,227.79177381575246,0.32790103792865466
2025-07-23 14:40:00+00:00,227.7899932861328,227.9499969482422,227.7899932861328,227.8999938964844,82167.0,-0.0004826705278524468,227.89535522460938,227.87822875976562,227.94622421264648,228.15247131347655,40.021465808033774,0,0,-0.07721781816539419,-0.07844998454860974,0.0012321663832155494,227.94622421264648,228.12555134902277,227.7668970762702,0.3586542727525739
2025-07-23 14:41:00+00:00,227.8600006103516,227.9199981689453,227.7700042724609,227.77999877929688,38288.0,0.0003073327463110065,227.88135681152343,227.88223876953126,227.935294342041,228.1384732055664,41.98122302478339,0,0,-0.07529122586356607,-0.07781823281160101,0.0025270069480349405,227.935294342041,228.10714127294065,227.76344741114136,0.34369386179929506
2025-07-23 14:42:00+00:00,227.92999267578125,227.94000244140625,227.85960388183597,227.8600006103516,27291.0,0.0003071713562809997,227.88335571289062,227.88623809814453,227.93304367065429,228.12587310791017,48.3151678956476,0,0,-0.06734035515557935,-0.07572265728039668,0.008382302124817331,227.93304367065429,228.10387678072937,227.7622105605792,0.34166622015015946
2025-07-23 14:43:00+00:00,227.91000366210935,227.9398956298828,227.8800048828125,227.9250030517578,16889.0,-8.769804025021699e-05,227.87799682617188,227.88323822021485,227.9257942199707,228.11227325439452,47.40300916584718,0,0,-0.061938194236802246,-0.0729657646716778,0.011027570434875553,227.9257942199707,228.08686430020916,227.76472413973224,0.32214016047691985
2025-07-23 14:44:00+00:00,227.70050048828125,227.9600067138672,227.69000244140625,227.9149932861328,45258.0,-0.0009192364111348938,227.83809814453124,227.87928771972656,227.90731887817384,228.09642730712892,37.85756705928876,0,0,-0.07371238750624798,-0.07311508923859183,-0.0005972982676561434,227.90731887817384,228.0828571733297,227.73178058301798,0.35107659031172034
2025-07-23 14:45:00+00:00,227.7050018310547,227.72000122070312,227.6199951171875,227.69960021972656,35211.0,1.976869951447746e-05,227.82109985351562,227.8582275390625,227.8915687561035,228.08052734375,44.56835362686797,0,0,-0.08173807411995426,-0.07483968621486432,-0.006898387905089939,227.8915687561035,228.08054823403657,227.70258927817045,0.37795895586612005
2025-07-23 14:46:00+00:00,227.7631072998047,227.78500366210935,227.6699981689453,227.7100067138672,25622.0,0.0002551787105367076,227.80172119140624,227.84153900146484,227.88029403686522,228.0689895629883,43.93258426966259,0,0,-0.08245932311507431,-0.07636361359490632,-0.006095709520167997,227.88029403686522,228.07178814852338,227.68879992520706,0.38298822331631754
2025-07-23 14:47:00+00:00,227.72999572753903,227.7400054931641,227.6300048828125,227.7400054931641,25752.0,-0.00014537724154806142,227.7617218017578,227.82253875732422,227.86554412841798,228.05558959960936,39.79354226302431,0,0,-0.08472607583485114,-0.07803610604289529,-0.006689969791955852,227.86554412841798,228.0555484561954,227.67553980064056,0.3800086555548319
2025-07-23 14:48:00+00:00,227.7848052978516,227.7899932861328,227.6678009033203,227.73370361328125,42893.0,0.000240677870025241,227.73668212890624,227.80733947753907,227.856534576416,228.0448257446289,52.535055605442956,0,0,-0.08116420895692045,-0.07866172662570033,-0.002502482331220121,227.856534576416,228.04375096569737,227.66931818713465,0.3744327785627206
2025-07-23 14:49:00+00:00,227.88499450683597,227.88999938964844,227.7749938964844,227.7899932861328,38242.0,0.00043984149361220304,227.7735809326172,227.80583953857422,227.85253448486327,228.0373257446289,48.106332364160096,0,0,-0.06945632269244584,-0.07682064583904943,0.007364323146603596,227.85253448486327,228.03330091587742,227.67176805384912,0.36153286202829804
2025-07-23 14:50:00+00:00,227.92999267578125,227.92999267578125,227.7700042724609,227.88999938964844,30619.0,0.00019745999091624888,227.8185791015625,227.81983947753906,227.84903411865236,228.0303256225586,50.0,0,0,-0.05590235476097405,-0.07263698762343436,0.01673463286246031,227.84903411865236,228.0202354646727,227.677832772632,0.3424026920407073
2025-07-23 14:51:00+00:00,227.92449951171875,227.9900054931641,227.91000366210935,227.94000244140625,53572.0,-2.410022480159313e-05,227.85085754394532,227.82628936767577,227.85426406860353,228.02041564941408,50.26976608080178,0,0,-0.04508428636648887,-0.06712644737204526,0.022042161005556393,227.85426406860353,228.02808868693197,227.6804394502751,0.34764923665687775
2025-07-23 14:52:00+00:00,227.835205078125,227.94000244140625,227.83009338378903,227.94000244140625,29959.0,-0.0003917719849557688,227.8718994140625,227.81681060791016,227.85152435302734,228.0109197998047,44.39826344484117,0,0,-0.04321801339406761,-0.062344760576449734,0.019126747182382123,227.85152435302734,228.02470351265842,227.67834519339627,0.3463583192621513
2025-07-23 14:53:00+00:00,227.77999877929688,227.8350067138672,227.72999572753903,227.8300018310547,53902.0,-0.00024230802614189084,227.87093811035157,227.8038101196289,227.84352416992186,227.9995196533203,43.51518949764065,0,0,-0.045667242015696274,-0.059009256864299045,0.01334201484860277,227.84352416992186,228.01425931618175,227.67278902366198,0.341470292519773
2025-07-23 14:54:00+00:00,227.84300231933597,227.85499572753903,227.7400054931641,227.80999755859372,32395.0,0.00027659821045200594,227.86253967285157,227.81806030273438,227.84867401123046,227.99197967529298,53.018035236474894,0,0,-0.042039805496614235,-0.055615366590762084,0.013575561094147849,227.84867401123046,228.0123286970335,227.68501932542742,0.3273093716060771
