Price,Close,High,Low,Open,Volume
Ticker,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X
Datetime,,,,,
2025-07-22 23:00:00+00:00,1.3526124954223633,1.3526124954223633,1.3526124954223633,1.3526124954223633,0
2025-07-22 23:01:00+00:00,1.3527406454086304,1.3527406454086304,1.3527406454086304,1.3527406454086304,0
2025-07-22 23:02:00+00:00,1.3528138399124146,1.3528138399124146,1.3528138399124146,1.3528138399124146,0
2025-07-22 23:03:00+00:00,1.3527590036392212,1.3527590036392212,1.3527590036392212,1.3527590036392212,0
2025-07-22 23:04:00+00:00,1.3527772426605225,1.3527772426605225,1.3527772426605225,1.3527772426605225,0
2025-07-22 23:05:00+00:00,1.352649211883545,1.352649211883545,1.352649211883545,1.352649211883545,0
2025-07-22 23:06:00+00:00,1.352630853652954,1.352630853652954,1.352630853652954,1.352630853652954,0
2025-07-22 23:07:00+00:00,1.3526674509048462,1.3526674509048462,1.3526674509048462,1.3526674509048462,0
2025-07-22 23:08:00+00:00,1.352630853652954,1.352630853652954,1.352630853652954,1.352630853652954,0
2025-07-22 23:09:00+00:00,1.3526124954223633,1.3526124954223633,1.3526124954223633,1.3526124954223633,0
2025-07-22 23:10:00+00:00,1.352649211883545,1.352649211883545,1.352649211883545,1.352649211883545,0
2025-07-22 23:11:00+00:00,1.3526124954223633,1.3526124954223633,1.3526124954223633,1.3526124954223633,0
2025-07-22 23:12:00+00:00,1.3526124954223633,1.3526124954223633,1.3526124954223633,1.3526124954223633,0
2025-07-22 23:13:00+00:00,1.3528138399124146,1.3528138399124146,1.3528138399124146,1.3528138399124146,0
2025-07-22 23:14:00+00:00,1.3532531261444092,1.3532531261444092,1.3532531261444092,1.3532531261444092,0
2025-07-22 23:15:00+00:00,1.3534730672836304,1.3534730672836304,1.3534730672836304,1.3534730672836304,0
2025-07-22 23:16:00+00:00,1.353417992591858,1.353417992591858,1.353417992591858,1.353417992591858,0
2025-07-22 23:17:00+00:00,1.353143334388733,1.353143334388733,1.353143334388733,1.353143334388733,0
2025-07-22 23:18:00+00:00,1.3530884981155396,1.3530884981155396,1.3530884981155396,1.3530884981155396,0
2025-07-22 23:19:00+00:00,1.3528870344161987,1.3528870344161987,1.3528870344161987,1.3528870344161987,0
2025-07-22 23:20:00+00:00,1.3528504371643066,1.3528504371643066,1.3528504371643066,1.3528504371643066,0
2025-07-22 23:21:00+00:00,1.3527040481567383,1.3527040481567383,1.3527040481567383,1.3527040481567383,0
2025-07-22 23:22:00+00:00,1.3525760173797607,1.3525760173797607,1.3525760173797607,1.3525760173797607,0
2025-07-22 23:23:00+00:00,1.35255765914917,1.35255765914917,1.35255765914917,1.35255765914917,0
2025-07-22 23:24:00+00:00,1.3525028228759766,1.3525028228759766,1.3525028228759766,1.3525028228759766,0
2025-07-22 23:25:00+00:00,1.352594256401062,1.352594256401062,1.352594256401062,1.352594256401062,0
2025-07-22 23:26:00+00:00,1.3524296283721924,1.3524296283721924,1.3524296283721924,1.3524296283721924,0
2025-07-22 23:27:00+00:00,1.3524662256240845,1.3524662256240845,1.3524662256240845,1.3524662256240845,0
2025-07-22 23:28:00+00:00,1.3524662256240845,1.3524662256240845,1.3524662256240845,1.3524662256240845,0
2025-07-22 23:29:00+00:00,1.3524844646453857,1.3524844646453857,1.3524844646453857,1.3524844646453857,0
2025-07-22 23:30:00+00:00,1.352338194847107,1.352338194847107,1.352338194847107,1.352338194847107,0
2025-07-22 23:31:00+00:00,1.3523198366165161,1.3523198366165161,1.3523198366165161,1.3523198366165161,0
2025-07-22 23:32:00+00:00,1.3523198366165161,1.3523198366165161,1.3523198366165161,1.3523198366165161,0
2025-07-22 23:33:00+00:00,1.3523565530776978,1.3523565530776978,1.3523565530776978,1.3523565530776978,0
2025-07-22 23:34:00+00:00,1.3522651195526123,1.3522651195526123,1.3522651195526123,1.3522651195526123,0
2025-07-22 23:35:00+00:00,1.3523015975952148,1.3523015975952148,1.3523015975952148,1.3523015975952148,0
2025-07-22 23:36:00+00:00,1.3522284030914307,1.3522284030914307,1.3522284030914307,1.3522284030914307,0
2025-07-22 23:37:00+00:00,1.3522284030914307,1.3522284030914307,1.3522284030914307,1.3522284030914307,0
2025-07-22 23:38:00+00:00,1.3521919250488281,1.3521919250488281,1.3521919250488281,1.3521919250488281,0
2025-07-22 23:39:00+00:00,1.3522284030914307,1.3522284030914307,1.3522284030914307,1.3522284030914307,0
2025-07-22 23:40:00+00:00,1.3522101640701294,1.3522101640701294,1.3522101640701294,1.3522101640701294,0
2025-07-22 23:41:00+00:00,1.352155327796936,1.352155327796936,1.352155327796936,1.352155327796936,0
2025-07-22 23:42:00+00:00,1.3521919250488281,1.3521919250488281,1.3521919250488281,1.3521919250488281,0
2025-07-22 23:43:00+00:00,1.3520822525024414,1.3520822525024414,1.3520822525024414,1.3520822525024414,0
2025-07-22 23:44:00+00:00,1.3522101640701294,1.3522101640701294,1.3522101640701294,1.3522101640701294,0
2025-07-22 23:45:00+00:00,1.3522284030914307,1.3522284030914307,1.3522284030914307,1.3522284030914307,0
2025-07-22 23:46:00+00:00,1.3521369695663452,1.3521369695663452,1.3521369695663452,1.3521369695663452,0
2025-07-22 23:47:00+00:00,1.3521004915237427,1.3521004915237427,1.3521004915237427,1.3521004915237427,0
2025-07-22 23:48:00+00:00,1.352155327796936,1.352155327796936,1.352155327796936,1.352155327796936,0
2025-07-22 23:49:00+00:00,1.3521369695663452,1.3521369695663452,1.3521369695663452,1.3521369695663452,0
2025-07-22 23:50:00+00:00,1.3520090579986572,1.3520090579986572,1.3520090579986572,1.3520090579986572,0
2025-07-22 23:51:00+00:00,1.3519543409347534,1.3519543409347534,1.3519543409347534,1.3519543409347534,0
2025-07-22 23:52:00+00:00,1.3520822525024414,1.3520822525024414,1.3520822525024414,1.3520822525024414,0
2025-07-22 23:53:00+00:00,1.3520456552505493,1.3520456552505493,1.3520456552505493,1.3520456552505493,0
2025-07-22 23:54:00+00:00,1.3520090579986572,1.3520090579986572,1.3520090579986572,1.3520090579986572,0
2025-07-22 23:55:00+00:00,1.352027416229248,1.352027416229248,1.352027416229248,1.352027416229248,0
2025-07-22 23:56:00+00:00,1.3520456552505493,1.3520456552505493,1.3520456552505493,1.3520456552505493,0
2025-07-22 23:57:00+00:00,1.3521369695663452,1.3521369695663452,1.3521369695663452,1.3521369695663452,0
2025-07-22 23:58:00+00:00,1.352155327796936,1.352155327796936,1.352155327796936,1.352155327796936,0
2025-07-22 23:59:00+00:00,1.3521004915237427,1.3521004915237427,1.3521004915237427,1.3521004915237427,0
2025-07-23 00:00:00+00:00,1.3521919250488281,1.3521919250488281,1.3521919250488281,1.3521919250488281,0
2025-07-23 00:01:00+00:00,1.3521369695663452,1.3521369695663452,1.3521369695663452,1.3521369695663452,0
2025-07-23 00:02:00+00:00,1.3521004915237427,1.3521004915237427,1.3521004915237427,1.3521004915237427,0
2025-07-23 00:03:00+00:00,1.3521004915237427,1.3521004915237427,1.3521004915237427,1.3521004915237427,0
2025-07-23 00:04:00+00:00,1.3520822525024414,1.3520822525024414,1.3520822525024414,1.3520822525024414,0
2025-07-23 00:05:00+00:00,1.3519177436828613,1.3519177436828613,1.3519177436828613,1.3519177436828613,0
2025-07-23 00:06:00+00:00,1.3520090579986572,1.3520090579986572,1.3520090579986572,1.3520090579986572,0
2025-07-23 00:07:00+00:00,1.3519177436828613,1.3519177436828613,1.3519177436828613,1.3519177436828613,0
2025-07-23 00:08:00+00:00,1.3518263101577759,1.3518263101577759,1.3518263101577759,1.3518263101577759,0
2025-07-23 00:09:00+00:00,1.3518263101577759,1.3518263101577759,1.3518263101577759,1.3518263101577759,0
2025-07-23 00:10:00+00:00,1.3518263101577759,1.3518263101577759,1.3518263101577759,1.3518263101577759,0
2025-07-23 00:11:00+00:00,1.3518263101577759,1.3518263101577759,1.3518263101577759,1.3518263101577759,0
2025-07-23 00:12:00+00:00,1.3518445491790771,1.3518445491790771,1.3518445491790771,1.3518445491790771,0
2025-07-23 00:13:00+00:00,1.3519359827041626,1.3519359827041626,1.3519359827041626,1.3519359827041626,0
2025-07-23 00:14:00+00:00,1.3518993854522705,1.3518993854522705,1.3518993854522705,1.3518993854522705,0
2025-07-23 00:15:00+00:00,1.3523746728897095,1.3523746728897095,1.3523746728897095,1.3523746728897095,0
2025-07-23 00:16:00+00:00,1.3521188497543335,1.3521188497543335,1.3521188497543335,1.3521188497543335,0
2025-07-23 00:17:00+00:00,1.3520822525024414,1.3520822525024414,1.3520822525024414,1.3520822525024414,0
2025-07-23 00:18:00+00:00,1.3521369695663452,1.3521369695663452,1.3521369695663452,1.3521369695663452,0
