Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Datetime,,,,,
2025-07-23 13:30:00+00:00,191.5399932861328,192.05999755859375,191.39999389648438,191.47999572753906,2875145
2025-07-23 13:31:00+00:00,191.1199951171875,192.52999877929688,191.1199951171875,191.47500610351562,362554
2025-07-23 13:32:00+00:00,190.8300018310547,191.38999938964844,190.75,191.1199951171875,371937
2025-07-23 13:33:00+00:00,190.8520050048828,191.02999877929688,190.66000366210938,190.80999755859375,286517
2025-07-23 13:34:00+00:00,190.97999572753906,191.05999755859375,190.77000427246094,190.8699951171875,185115
2025-07-23 13:35:00+00:00,191.00999450683594,191.1699981689453,190.8699951171875,190.97999572753906,173485
2025-07-23 13:36:00+00:00,190.5050048828125,191.07000732421875,190.49000549316406,191.02239990234375,251874
2025-07-23 13:37:00+00:00,190.66000366210938,190.69920349121094,190.41000366210938,190.5,145392
2025-07-23 13:38:00+00:00,190.77000427246094,190.97999572753906,190.55999755859375,190.65029907226562,122433
2025-07-23 13:39:00+00:00,190.47999572753906,190.8699951171875,190.42999267578125,190.77340698242188,140654
2025-07-23 13:40:00+00:00,190.69000244140625,190.85000610351562,190.38999938964844,190.47999572753906,251863
2025-07-23 13:41:00+00:00,190.22500610351562,190.66990661621094,190.2100067138672,190.66000366210938,133462
2025-07-23 13:42:00+00:00,190.36000061035156,190.38980102539062,190.07000732421875,190.2100067138672,190803
2025-07-23 13:43:00+00:00,190.2899932861328,190.55999755859375,190.25,190.36000061035156,154501
2025-07-23 13:44:00+00:00,190.2895965576172,190.3800048828125,190.17999267578125,190.30990600585938,105880
2025-07-23 13:45:00+00:00,190.24740600585938,190.25,190.110107421875,190.16000366210938,164508
2025-07-23 13:46:00+00:00,190.42999267578125,190.42999267578125,190.1699981689453,190.2100067138672,110174
2025-07-23 13:47:00+00:00,190.406005859375,190.47000122070312,190.1999969482422,190.4329071044922,105326
2025-07-23 13:48:00+00:00,190.47000122070312,190.49000549316406,190.25169372558594,190.41000366210938,173303
2025-07-23 13:49:00+00:00,190.47000122070312,190.58999633789062,190.42999267578125,190.4600067138672,124323
2025-07-23 13:50:00+00:00,190.3699951171875,190.50999450683594,190.3000030517578,190.4600067138672,136607
2025-07-23 13:51:00+00:00,190.27000427246094,190.41000366210938,190.1300048828125,190.36000061035156,133960
2025-07-23 13:52:00+00:00,190.25999450683594,190.27000427246094,189.97000122070312,190.22000122070312,253051
2025-07-23 13:53:00+00:00,190.36000061035156,190.3699951171875,190.22500610351562,190.25999450683594,114492
2025-07-23 13:54:00+00:00,190.0507049560547,190.3800048828125,190.02999877929688,190.35000610351562,104252
